"","Basin","Year","Transect","Interval","NperHa","STRATUM","name","area_km2","geometry"
"1124","WB",2018,3,48,6275.28068,"5","Central Basin",969,c(-82.54979411, 41.83859461)
"1125","WB",2018,3,49,7055.778496,"5","Central Basin",969,c(-82.54812, 41.84744538)
"1126","WB",2018,3,50,7011.730817,"5","Central Basin",969,c(-82.54606821, 41.85629755)
"1127","WB",2018,3,51,7668.853645,"5","Central Basin",969,c(-82.54421667, 41.86521957)
"1128","WB",2018,3,52,4086.546099,"5","Central Basin",969,c(-82.54264785, 41.87400698)
"1129","WB",2018,3,53,7454.897759,"5","Central Basin",969,c(-82.54086421, 41.88270982)
"1130","WB",2018,3,54,14246.50643,"5","Central Basin",969,c(-82.53959828, 41.8916978)
"1131","WB",2018,3,55,7269.820654,"5","Central Basin",969,c(-82.53779368, 41.90060953)
"1132","WB",2018,3,56,5606.395225,"5","Central Basin",969,c(-82.53615484, 41.90949119)
"1222","WB",2019,3,3,23801,"5","Central Basin",969,c(-82.620101, 41.501462)
"1223","WB",2019,3,4,23979,"5","Central Basin",969,c(-82.617227, 41.510197)
"1224","WB",2019,3,5,16961,"5","Central Basin",969,c(-82.614033, 41.518898)
"1225","WB",2019,3,6,11753,"5","Central Basin",969,c(-82.611212, 41.527612)
"1226","WB",2019,3,7,10116,"5","Central Basin",969,c(-82.60842, 41.536313)
"1227","WB",2019,3,8,11543,"5","Central Basin",969,c(-82.605495, 41.545044)
"1228","WB",2019,3,9,10686,"5","Central Basin",969,c(-82.602219, 41.553709)
"1229","WB",2019,3,10,13911,"5","Central Basin",969,c(-82.599227, 41.562422)
"1230","WB",2019,3,11,19203,"5","Central Basin",969,c(-82.596772, 41.571)
"1231","WB",2019,3,12,16850,"5","Central Basin",969,c(-82.594456, 41.579938)
"1232","WB",2019,3,13,20220,"5","Central Basin",969,c(-82.591675, 41.588666)
"1233","WB",2019,3,14,20385,"5","Central Basin",969,c(-82.588815, 41.597435)
"1234","WB",2019,3,15,20785,"5","Central Basin",969,c(-82.585338, 41.606027)
"1235","WB",2019,3,16,13342,"5","Central Basin",969,c(-82.582378, 41.614647)
"1236","WB",2019,3,17,11560,"5","Central Basin",969,c(-82.579524, 41.623193)
"1237","WB",2019,3,18,11527,"5","Central Basin",969,c(-82.575996, 41.631923)
"1238","WB",2019,3,19,10509,"5","Central Basin",969,c(-82.573136, 41.640622)
"1239","WB",2019,3,20,8636,"5","Central Basin",969,c(-82.57013, 41.649362)
"1240","WB",2019,3,21,6648,"5","Central Basin",969,c(-82.567802, 41.658118)
"1241","WB",2019,3,22,6121,"5","Central Basin",969,c(-82.565237, 41.666859)
"1242","WB",2019,3,23,7081,"5","Central Basin",969,c(-82.562388, 41.674867)
"1243","WB",2019,3,24,8099,"5","Central Basin",969,c(-82.560065, 41.684122)
"1244","WB",2019,3,25,6540,"5","Central Basin",969,c(-82.558927, 41.692879)
"1245","WB",2019,3,26,9285,"5","Central Basin",969,c(-82.557913, 41.701821)
"1246","WB",2019,3,27,6861,"5","Central Basin",969,c(-82.557225, 41.710746)
"1247","WB",2019,3,28,6894,"5","Central Basin",969,c(-82.555547, 41.719634)
"1248","WB",2019,3,29,7156,"5","Central Basin",969,c(-82.554302, 41.72856)
"1249","WB",2019,3,30,5429,"5","Central Basin",969,c(-82.553198, 41.737477)
"1250","WB",2019,3,31,3656,"5","Central Basin",969,c(-82.551729, 41.746252)
"1251","WB",2019,3,32,5581,"5","Central Basin",969,c(-82.551836, 41.755115)
"1252","WB",2019,3,33,6258,"5","Central Basin",969,c(-82.551717, 41.764135)
"1253","WB",2019,3,34,5407,"5","Central Basin",969,c(-82.550387, 41.77291)
"1254","WB",2019,3,35,11051,"5","Central Basin",969,c(-82.549528, 41.781785)
"1255","WB",2019,3,36,20561,"5","Central Basin",969,c(-82.548955, 41.790568)
"1256","WB",2019,3,37,17675,"5","Central Basin",969,c(-82.547679, 41.799189)
"1257","WB",2019,3,38,10061,"5","Central Basin",969,c(-82.545955, 41.807936)
"1258","WB",2019,3,39,8353,"5","Central Basin",969,c(-82.54553, 41.816536)
"1259","WB",2019,3,40,3212,"5","Central Basin",969,c(-82.544816, 41.825341)
"1260","WB",2019,3,41,2070,"5","Central Basin",969,c(-82.543041, 41.83405)
"1261","WB",2019,3,42,2173,"5","Central Basin",969,c(-82.543505, 41.842779)
"1262","WB",2019,3,43,1862,"5","Central Basin",969,c(-82.542004, 41.851492)
"1263","WB",2019,3,44,3423,"5","Central Basin",969,c(-82.540965, 41.860466)
"1264","WB",2019,3,45,2735,"5","Central Basin",969,c(-82.539881, 41.869247)
"1265","WB",2019,3,46,3959,"5","Central Basin",969,c(-82.538787, 41.878202)
"1266","WB",2019,3,47,2338,"5","Central Basin",969,c(-82.537739, 41.887185)
"1267","WB",2019,3,48,2455,"5","Central Basin",969,c(-82.536851, 41.896066)
"1268","WB",2019,3,49,4235,"5","Central Basin",969,c(-82.535953, 41.905029)
"1269","WB",2019,3,50,2043,"5","Central Basin",969,c(-82.534863, 41.913947)
"85","WB",2006,3,1,1731.895704,"6","Sandusky R.",86,c(-82.58864667, 41.42865667)
"86","WB",2006,3,2,1801.764746,"6","Sandusky R.",86,c(-82.58684, 41.43746833)
"159","WB",2007,3,1,1335.878224,"6","Sandusky R.",86,c(-82.5883715, 41.42816833)
"160","WB",2007,3,2,1107,"6","Sandusky R.",86,c(-82.58735514, 41.43726933)
"240","WB",2008,3,1,311.2195486,"6","Sandusky R.",86,c(-82.58864716, 41.42504296)
"241","WB",2008,3,2,290.8486458,"6","Sandusky R.",86,c(-82.587945, 41.43258149)
"242","WB",2008,3,3,694.173316,"6","Sandusky R.",86,c(-82.58707691, 41.44153035)
"297","WB",2009,3,1,406.6808221,"6","Sandusky R.",86,c(-82.58897414, 41.42683811)
"298","WB",2009,3,2,884.6579054,"6","Sandusky R.",86,c(-82.58793867, 41.43579787)
"299","WB",2009,3,3,1031.430946,"6","Sandusky R.",86,c(-82.58652483, 41.44459)
"410","WB",2011,3,1,379.7973323,"6","Sandusky R.",86,c(-82.59145617, 41.42952467)
"411","WB",2011,3,2,488.695435,"6","Sandusky R.",86,c(-82.59071, 41.438535)
"412","WB",2011,3,3,181.4301978,"6","Sandusky R.",86,c(-82.58957164, 41.44735208)
"483","WB",2013,3,1,23092.66924,"6","Sandusky R.",86,c(-82.58846366, 41.4278501)
"484","WB",2013,3,2,21524.43234,"6","Sandusky R.",86,c(-82.58755572, 41.43689187)
"485","WB",2013,3,3,61165.67366,"6","Sandusky R.",86,c(-82.58640759, 41.44579167)
"622","WB",2014,3,1,19605.24646,"6","Sandusky R.",86,c(-82.58827, 41.42384333)
"623","WB",2014,3,2,6808.656421,"6","Sandusky R.",86,c(-82.58702694, 41.43011083)
"624","WB",2014,3,3,11402.0306,"6","Sandusky R.",86,c(-82.58616667, 41.43906)
"744","WB",2015,3,1,94649.53238,"6","Sandusky R.",86,c(-82.58865875, 41.42490392)
"745","WB",2015,3,2,179802.3252,"6","Sandusky R.",86,c(-82.58773667, 41.43232833)
"746","WB",2015,3,3,280586.9745,"6","Sandusky R.",86,c(-82.58680625, 41.44126958)
"972","WB",2017,3,1,2085.412794,"6","Sandusky R.",86,c(-82.59064217, 41.42814811)
"973","WB",2017,3,2,1941.018014,"6","Sandusky R.",86,c(-82.58963133, 41.43688647)
"974","WB",2017,3,3,1803.923679,"6","Sandusky R.",86,c(-82.58862049, 41.44562483)
"1077","WB",2018,3,1,7500.795445,"6","Sandusky R.",86,c(-82.58911607, 41.42288787)
"1078","WB",2018,3,2,8806.314917,"6","Sandusky R.",86,c(-82.58842654, 41.428605)
"1079","WB",2018,3,3,7709.917706,"6","Sandusky R.",86,c(-82.588065, 41.4376006)
"1080","WB",2018,3,4,4528.925207,"6","Sandusky R.",86,c(-82.58749092, 41.44656543)
"1220","WB",2019,3,1,14753,"6","Sandusky R.",86,c(-82.624762, 41.485787)
"1221","WB",2019,3,2,17714,"6","Sandusky R.",86,c(-82.622653, 41.492711)
