"","Year","mu","se","rse","Reps","EDSUs","perc_er","perc","Year_labs"
"1",1,18879.11685765,2453.41763003125,12.9954046501762,100,110,0,1,2006
"2",1,18898.3696788238,2469.73860977081,13.0689962408955,100,109,0.101979458673621,0.990909090909091,2006
"3",1,18822.9040576342,2465.47138377869,13.0960468405895,100,108,0.297751216011267,0.981818181818182,2006
"4",1,18906.1022673546,2497.28398175199,13.2095255997611,100,107,0.142937881618261,0.972727272727273,2006
"5",1,18849.4679282476,2492.37559924562,13.2202662159104,100,106,0.157046167073974,0.963636363636364,2006
"6",1,18846.7032251135,2509.58885751183,13.3148560753185,100,105,0.171690406817934,0.954545454545455,2006
"7",1,18911.8225980398,2527.85638175675,13.3667434636167,100,104,0.17323766061948,0.945454545454545,2006
"8",1,18992.5349388143,2541.09556499087,13.3796957905393,100,103,0.600759463588757,0.936363636363636,2006
"9",1,18908.2453531898,2545.56738170622,13.4606755717157,100,102,0.154289502837634,0.927272727272727,2006
"10",1,18896.3172525952,2570.94896300617,13.6077033284046,100,101,0.0911080485116998,0.918181818181818,2006
"11",1,19016.150318702,2593.53054666932,13.6391574621049,100,100,0.72584677601837,0.909090909090909,2006
"12",1,18879.2180666746,2580.44682518694,13.6649475848932,100,99,0.000536089825386852,0.9,2006
"13",1,18795.5663519354,2582.43221543358,13.7357692797603,100,98,0.442555159462958,0.890909090909091,2006
"14",1,18790.7943372089,2582.88869603612,13.7395423534687,100,97,0.467831843550212,0.881818181818182,2006
"15",1,18668.1130532859,2597.09204340485,13.9055635598309,100,96,1.11765717620712,0.872727272727273,2006
"16",1,18975.680497927,2651.62350001294,13.9751786049269,100,95,0.511483884575431,0.863636363636364,2006
"17",1,18844.921875139,2654.88484637854,14.0887888974933,100,94,0.181125964571613,0.854545454545454,2006
"18",1,18988.6676824351,2679.7244527482,14.1141684493193,100,93,0.580275155936223,0.845454545454545,2006
"19",1,19025.4140115688,2689.58234648524,14.1364115970102,100,92,0.774915241120099,0.836363636363636,2006
"20",1,18716.3276154687,2679.56651149473,14.3045347346431,100,91,0.862271489756256,0.827272727272727,2006
"21",1,18878.0808169705,2711.00014091494,14.3612318938847,100,90,0.00548776029772521,0.818181818181818,2006
"22",1,18965.405264437,2728.73641643791,14.3811107417513,100,89,0.457057432493149,0.809090909090909,2006
"23",1,19092.4916328682,2751.50747009156,14.4151550557324,100,88,1.13021587199815,0.8,2006
"24",1,18686.0797759236,2729.51174360665,14.6002393662887,100,87,1.02248999877433,0.790909090909091,2006
"25",1,18804.8449415283,2730.41854266518,14.5056985711379,100,86,0.393407788519398,0.781818181818182,2006
"26",1,18997.9835448395,2783.95468315135,14.6521169089518,100,85,0.629619955667017,0.772727272727273,2006
"27",1,18818.4776352387,2784.16882550395,14.7839575054579,100,84,0.321197346615818,0.763636363636364,2006
"28",1,18875.6354221997,2812.18062622549,14.8927582910452,100,83,0.0184406690023638,0.754545454545455,2006
"29",1,18725.1980961342,2813.39869846813,15.0244505654633,100,82,0.815285813824797,0.745454545454545,2006
"30",1,18664.489237095,2797.50752902702,14.9730517098757,100,81,1.13685201576579,0.736363636363636,2006
"31",1,18831.5271388517,2869.49259110283,15.2367273208641,100,80,0.252075979809294,0.727272727272727,2006
"32",1,18500.0772104566,2802.97923987572,15.1241703599835,100,79,2.00771916425661,0.718181818181818,2006
"33",1,18766.1937632651,2855.73105441782,15.2034637449715,100,78,0.598137588936945,0.709090909090909,2006
"34",1,18884.8209632479,2890.7280302174,15.2968284440813,100,77,0.0302138370182687,0.7,2006
"35",1,18940.503963273,2935.78180083164,15.4796950300715,100,76,0.325158777742971,0.690909090909091,2006
