"Lat_M","Lon_M","Date_M","Time_M","LAYER","TRANSECT","FishDensity","Targets_Binned","BottomDepth","N_YAOSized","YAO_FishDens","Stratum"
42.68900313,-79.7193566,20180712,03:07:37,"LO","T23b",142.485813693853,13,32.771522,1,10.9604472072195,2.3
42.69027074,-79.41140691,20180710,03:31:16,"LO","T3b",785.411800485325,168,25.393554,45,210.378160844283,3
42.69049515,-79.58332061,20180710,05:56:17,"LO","T3a",7.79601932873018,2,28.311181,2,7.79601932873018,3
42.69222058,-79.93772483,20180709,08:13:45,"LO","T23a",544.198578473189,39,30.87144,21,293.030003793256,2.3
42.69601462,-79.72138821,20180712,03:03:07,"LO","T23b",486.247999531163,9,32.312203,3,162.082666510388,2.3
42.69726332,-79.41358222,20180710,03:26:41,"LO","T3b",417.904114053064,95,25.631773,32,140.767701575769,3
42.69918574,-79.9400008,20180709,08:18:15,"LO","T23a",687.399223875086,67,29.802783,28,287.271317440334,2.3
42.70304229,-79.72321965,20180712,02:58:37,"LO","T23b",4354.70550263313,43,31.873316,7,708.905546940277,2.3
42.70425859,-79.41563064,20180710,03:22:05,"LO","T3b",520.29800601953,61,25.761434,23,196.177936695888,3
42.70458667,-79.58695,20180710,06:05:23,"LO","T3a",185.335383560792,7,28.256875,2,52.9529667316547,3
42.70619244,-79.94221415,20180709,08:22:45,"LO","T23a",463.942792756892,66,27.133077,52,365.5306852024,2.3
42.71008647,-79.7251566,20180712,02:54:09,"LO","T23b",2215.90189189613,56,31.40916,19,751.823856179045,2.3
42.71126667,-79.41773333,20180710,03:17:29,"LO","T3b",549.166872933226,65,25.829828,24,202.769306929191,3
42.71162832,-79.58877611,20180710,06:09:56,"LO","T3a",56.9703423448939,8,27.959002,2,14.2425855862235,3
42.71317472,-79.94446935,20180709,08:27:14,"LO","T23a",654.465227684782,76,22.116403,65,559.739997361985,2.3
42.71571667,-79.24971667,20180711,03:02:53,"LO","T4a",4275.84484889027,37,20.859815,2,231.126748588663,4
42.71713128,-79.72715487,20180712,02:49:41,"LO","T23b",2274.27439011488,55,30.686464,14,578.906208392877,2.3
42.71826933,-79.41977311,20180710,03:12:52,"LO","T3b",652.013055271093,196,25.872317,119,395.865069271735,3
42.71863363,-79.59084591,20180710,06:14:28,"LO","T3a",105.849454233614,5,27.526747,1,21.1698908467228,3
42.72020335,-79.94653333,20180709,08:31:43,"LO","T23a",1790.45654227551,179,21.520969,163,1630.41573402742,2.3
42.72247064,-79.25168433,20180711,03:07:26,"LO","T4a",2742.20330840462,59,20.989435,9,418.302199587146,4
42.72415832,-79.72914166,20180712,02:45:13,"LO","T23b",1651.06348124534,53,29.653586,18,560.738540800303,2.3
42.72529682,-79.42186005,20180710,03:08:16,"LO","T3b",2032.48226877138,354,25.73152,208,1194.22686978657,3
42.72563879,-79.59291106,20180710,06:19:00,"LO","T3a",144.388423291819,12,27.057218,2,24.0647372153031,3
42.72721667,-79.9486,20180709,08:36:15,"LO","T23a",4575.6343563949,242,19.520274,212,4008.40695684181,2.3
42.72952896,-79.25393187,20180711,03:11:53,"LO","T4a",295.934820928192,68,21.253536,9,39.1678439463784,4
42.73113852,-79.7313184,20180712,02:40:45,"LO","T23b",660.877468537499,54,28.099361,21,257.007904431249,2.3
42.73228333,-79.42396667,20180710,03:03:47,"LO","T3b",1993.26879622935,366,25.122582,219,1192.6936239733,3
42.73266054,-79.59493129,20180710,06:23:30,"LO","T3a",246.091707118698,45,26.459937,36,196.873365694958,3
42.7339,-79.19838333,20180711,02:32:39,"LO","T4b",2301.90533451309,38,20.251518,6,363.458737028383,4
42.73422431,-79.95057477,20180709,08:40:48,"LO","T23a",5807.56253078375,234,19.012072,203,5038.18458867138,2.3
42.73652452,-79.25619151,20180711,03:16:22,"LO","T4a",3954.61954328016,44,21.578596,6,539.266301356385,4
42.73817857,-79.73346508,20180712,02:36:18,"LO","T23b",751.240937578221,52,26.604234,11,158.916352180008,2.3
42.73928804,-79.42601823,20180710,02:59:25,"LO","T3b",1011.18719264726,167,21.562776,96,581.281260443935,3
42.73968333,-79.59693333,20180710,06:28:01,"LO","T3a",721.894144299419,98,25.842163,76,559.836275170978,3
42.739755,-79.20001278,20180711,02:28:54,"LO","T4b",2238.0969160699,66,20.232722,4,135.64223733757,4
42.74125,-79.95265,20180709,08:45:21,"LO","T23a",4357.00551980563,181,17.703089,154,3707.06546988987,2.3
42.74345376,-79.25852347,20180711,03:20:52,"LO","T4a",1444.65043897713,46,21.941404,14,439.676220558257,4
42.74514335,-79.73555334,20180712,02:31:51,"LO","T23b",279.620629078961,27,25.413507,9,93.2068763596536,2.3
42.74628333,-79.42811667,20180710,02:55:03,"LO","T3b",64.108309119379,3,13.397362,2,42.7388727462527,3
42.74671936,-79.59878979,20180710,06:32:32,"LO","T3a",1395.01462583334,140,25.3402,110,1096.08292029763,3
42.74675052,-79.20213333,20180711,02:24:23,"LO","T4b",1773.52910564494,64,20.279968,4,110.845569102809,4
42.74827908,-79.95466525,20180709,08:49:55,"LO","T23a",1961.10432019325,90,16.107891,78,1699.62374416748,2.3
42.75041673,-79.26091669,20180711,03:25:22,"LO","T4a",1938.3454809929,44,22.457551,23,1013.22604688265,4
42.75218804,-79.73770157,20180712,02:27:29,"LO","T23b",156.405461045284,30,24.262511,23,119.910853468051,2.3
42.75326538,-79.43029134,20180710,02:50:38,"LO","T3b",551.627784845077,3,13.613145,0,0,3
42.75375927,-79.20432531,20180711,02:19:52,"LO","T4b",1392.98910158129,36,20.268678,2,77.3882834211828,4
42.75376183,-79.60064839,20180710,06:37:02,"LO","T3a",2138.00210047601,213,24.864019,184,1846.91261261777,3
42.75530996,-79.9566,20180709,08:54:30,"LO","T23a",2265.77275151137,105,15.05011,79,1704.72426066094,2.3
42.75740812,-79.26315826,20180711,03:29:50,"LO","T4a",407.070207915362,46,22.777352,25,221.233808649653,4
42.75917715,-79.73999794,20180712,02:23:10,"LO","T23b",482.227750158436,50,22.75548,37,356.848535117243,2.3
42.76030108,-79.43241147,20180710,02:46:12,"LO","T3b",2481.82760970664,9,14.862516,1,275.758623300738,3
