year,Agency,grid,Depth,Btemp,Stemp,secchi,botoxy,botoxy2,ALEWIFN,GSHADN,ESHIN,MiscSHIN,OtherSOFT,SPINCAT,Total,strata,DISCHARGE,AREA,PERIMETER
2009,ON,61,10,24.8,24.9,2.5,7.2,NA,0,0,23,73,204,6484,6784,5,Islands,545194199.1,185163.385
2014,ON,45,10.4,22.9,23.3,2.9,7.6,7.5,0,0,0,0,96,7140,7236,5,Islands,545194199.1,185163.385
2019,ON,54,9.7,24.6,25,1.8,6.7,6.7,0,0,0,0,237,7158,7396,5,Islands,545194199.1,185163.385
2008,ON,60,11.1,23.4,23.4,1.8,8.2,NA,0,8,0,0,46,7349,7403,5,Islands,545194199.1,185163.385
2008,ON,51,11,23.5,23.5,2.5,6.6,NA,0,0,0,0,249,7273,7522,5,Islands,545194199.1,185163.385
2010,ON,54,8.8,24.7,24.6,1.1,7.9,NA,0,8,23,0,146,7537,7714,5,Islands,545194199.1,185163.385
2006,OH,34,9.2,24.9,25.2,1.8,8.6,NA,0,3020,103,30,536,4123,7813,5,Islands,545194199.1,185163.385
2008,ON,33,10.4,23.8,23.8,2.8,7.6,NA,0,4,4,0,82,7793,7882,5,Islands,545194199.1,185163.385
2006,ON,33,10.3,24.7,24.9,1.5,6.9,NA,0,12,0,4,761,7153,7929,5,Islands,545194199.1,185163.385
2006,ON,61,10.2,24.4,25,2.5,8.1,NA,0,8,0,16,199,8246,8469,5,Islands,545194199.1,185163.385
2019,ON,59,12.1,24.4,24.6,1.9,7.1,7.5,0,12,12,0,267,8214,8505,5,Islands,545194199.1,185163.385
2016,OH,967,3.1,25,25.2,1.5,7.6,NA,0,128,0,179,4,8584,8894,5,Islands,545194199.1,185163.385
2017,ON,59,11.4,23.7,23.8,2.1,8.3,8.4,0,59,0,234,249,8401,8942,5,Islands,545194199.1,185163.385
2015,ON,60,11.4,23.8,24.6,3.4,6.6,7.8,0,4,0,0,0,8961,8965,5,Islands,545194199.1,185163.385
2012,ON,51,11,23.8,24.4,2,7.9,8,0,583,257,489,1076,6572,8976,5,Islands,545194199.1,185163.385
2010,ON,61,10,24.6,24.6,1.3,7.8,NA,0,0,20,0,20,9067,9107,5,Islands,545194199.1,185163.385
2016,ON,51,11.1,25.4,26.1,2,8.8,8.9,0,0,0,70,339,8755,9164,5,Islands,545194199.1,185163.385
2015,ON,45,10.6,23.9,24.3,3.2,7.7,7.7,0,12,0,0,58,9423,9492,5,Islands,545194199.1,185163.385
2007,ON,33,10.4,25.1,25.2,1.6,7.9,NA,0,159,104,28,279,9198,9768,5,Islands,545194199.1,185163.385
2014,ON,54,8.6,22.3,22.5,1.3,9.6,9.5,0,30,59,19,70,10029,10207,5,Islands,545194199.1,185163.385
2008,OH,969,9.2,22.8,22.8,1.8,7.8,NA,0,10,6,0,1757,8500,10273,5,Islands,545194199.1,185163.385
2017,ON,54,8.6,23.6,23.6,1.5,8.6,8,0,54,0,0,2278,8321,10652,5,Islands,545194199.1,185163.385
2018,ON,44,10.7,24.6,25.4,2.5,5.5,6.5,0,200,0,0,338,10504,11042,5,Islands,545194199.1,185163.385
2009,ON,33,10.3,23.4,23.6,2.3,7.3,NA,0,11249,0,4,4,30,11286,5,Islands,545194199.1,185163.385
2006,ON,45,10.2,24.6,24.7,1.8,8.1,NA,0,45,0,0,52,11599,11696,5,Islands,545194199.1,185163.385
2007,ON,59,10.9,25.1,25.1,2,7.1,NA,0,896,386,139,566,10485,12473,5,Islands,545194199.1,185163.385
2018,OH,967,3.1,23.3,24.5,0.9,6.9,NA,0,906,56,108,29,11801,12899,5,Islands,545194199.1,185163.385
2018,ON,33,10.6,24.4,25.3,2.5,6.1,6.2,0,65,0,0,602,12897,13563,5,Islands,545194199.1,185163.385
2008,ON,54,8.5,23.4,23.4,1.8,8.7,NA,0,0,4,0,757,13486,14246,5,Islands,545194199.1,185163.385
2016,ON,33,10.3,25.9,26.1,2.1,8.5,8.4,0,0,0,33,46,14837,14915,5,Islands,545194199.1,185163.385
2018,OH,972,3.7,23.3,24.6,1.2,5.9,NA,0,711,0,12,81,14780,15583,5,Islands,545194199.1,185163.385
2012,OH,34,9.2,23.4,23.5,2.1,7.3,NA,0,3561,0,0,249,12916,16726,5,Islands,545194199.1,185163.385
2007,OH,34,9.5,23.6,25,1.5,7.7,NA,0,1116,87,54,739,15263,17260,5,Islands,545194199.1,185163.385
2009,ON,54,8.5,24.7,24.8,2.3,6.5,NA,0,6342,19,267,163,12729,19520,5,Islands,545194199.1,185163.385
2009,OH,969,9.2,23.4,23.5,1.5,7.6,NA,0,954,0,0,17095,3293,21342,5,Islands,545194199.1,185163.385
2017,OH,967,4,24,24,1.2,9.4,NA,0,17610,6,4,76,3918,21613,5,Islands,545194199.1,185163.385
2012,ON,61,9.9,23.7,23.7,2.5,9.2,9,0,59,111,111,63,21646,21991,5,Islands,545194199.1,185163.385
2009,ON,51,11.1,23.5,25.1,2.9,5,NA,0,88,0,0,657,23325,24071,5,Islands,545194199.1,185163.385
2013,OH,975,9.8,22.1,23.5,1.2,6.7,NA,0,10027,3433,0,282,12516,26257,5,Islands,545194199.1,185163.385
2009,OH,34,9.5,23.7,24.2,1.8,8.1,NA,0,14039,701,0,890,13240,28870,5,Islands,545194199.1,185163.385
2009,OH,975,9.8,23.2,23.3,1.5,7.8,NA,0,31,213,0,29243,2742,32229,5,Islands,545194199.1,185163.385
2014,ON,33,10.2,22.5,22.6,3.2,10.7,NA,0,15,0,0,7,32865,32888,5,Islands,545194199.1,185163.385
2012,ON,54,8.7,23.5,23.6,2.3,8.8,8.8,0,154,0,538,204,32864,33760,5,Islands,545194199.1,185163.385
2013,OH,972,3.2,22.2,22.4,1.2,7.2,NA,4,32130,18,32,48,4896,37128,5,Islands,545194199.1,185163.385
2010,OH,972,4.7,24.4,25.9,1.2,6.2,NA,0,88,0,96,583,55506,56273,5,Islands,545194199.1,185163.385
2006,ON,54,8.3,24.4,24.6,2,7.8,NA,0,8,238,0,250,57111,57607,5,Islands,545194199.1,185163.385
2008,OH,34,9.5,23.1,23.3,1.8,7.4,NA,0,11,760,0,153,68080,69004,5,Islands,545194199.1,185163.385
2017,OH,996,10.1,22,23.9,3.1,5.5,NA,0,0,0,0,0,236,236,6,Sandusky R.,252583059.7,199050.171
2018,OH,996,7.6,23.7,23.6,0.9,8.6,NA,0,18,0,0,0,229,247,6,Sandusky R.,252583059.7,199050.171
2016,OH,990,4.9,23.1,23.5,1.5,7.2,NA,0,0,0,0,0,439,439,6,Sandusky R.,252583059.7,199050.171
2016,OH,989,6.7,23,23.8,1.8,6.3,NA,0,108,0,0,0,390,497,6,Sandusky R.,252583059.7,199050.171
2009,OH,996,5.6,22.6,24.2,2.7,4.2,NA,0,0,24,0,68,436,528,6,Sandusky R.,252583059.7,199050.171
2011,OH,989,6.4,23.9,25.6,1.2,7.7,NA,0,133,7,0,5,412,557,6,Sandusky R.,252583059.7,199050.171
2006,OH,996,9.2,24.2,24.4,1.2,8.4,NA,0,0,87,0,63,521,672,6,Sandusky R.,252583059.7,199050.171
2015,OH,989,7,23.8,24.1,1.2,6.4,NA,0,0,0,0,412,317,729,6,Sandusky R.,252583059.7,199050.171
2011,OH,996,7,24,25.8,1.4,7.3,NA,0,11,7,0,28,712,758,6,Sandusky R.,252583059.7,199050.171
2011,OH,990,4.7,24.1,24.9,1.2,8.9,NA,0,173,0,0,26,637,837,6,Sandusky R.,252583059.7,199050.171
2011,OH,984,3.5,24.3,26.4,1.2,9.4,NA,0,399,182,0,5,445,1032,6,Sandusky R.,252583059.7,199050.171
2016,OH,996,10.1,21.8,23.5,1.2,4.4,NA,0,0,0,0,0,1116,1116,6,Sandusky R.,252583059.7,199050.171
2015,OH,984,4.3,23.8,23.9,1.2,6.8,NA,0,38,6,0,136,982,1161,6,Sandusky R.,252583059.7,199050.171
2009,OH,984,2.2,23.2,23.3,1.5,6.7,NA,0,321,472,0,8,371,1172,6,Sandusky R.,252583059.7,199050.171
2006,OH,990,4.3,23.9,24,1.1,9.1,NA,0,214,103,4,212,910,1444,6,Sandusky R.,252583059.7,199050.171
2019,OH,990,5,24.1,24.1,2.1,5.8,NA,0,47,0,4,24,1380,1455,6,Sandusky R.,252583059.7,199050.171
2017,OH,989,6.7,21.9,21.9,1.5,4.3,NA,4,106,0,0,7,1368,1485,6,Sandusky R.,252583059.7,199050.171
2014,OH,996,7.3,22.6,23.5,1.5,8.3,NA,0,98,6,0,25,1390,1520,6,Sandusky R.,252583059.7,199050.171
2015,OH,990,5.2,23.8,24.3,1.2,6.4,NA,0,441,0,4,228,949,1623,6,Sandusky R.,252583059.7,199050.171
2008,OH,989,6.4,23.7,23.7,1.2,10.3,NA,0,49,0,17,173,1478,1717,6,Sandusky R.,252583059.7,199050.171
2014,OH,996,9.8,22.5,23.9,1.5,8.1,NA,0,57,0,0,116,1567,1740,6,Sandusky R.,252583059.7,199050.171
2018,OH,989,7,23.5,23.4,0.7,8.5,NA,0,55,0,0,16,1692,1763,6,Sandusky R.,252583059.7,199050.171
2019,OH,996,8.9,23.8,24.7,1.5,3.8,NA,0,0,0,0,11,1941,1952,6,Sandusky R.,252583059.7,199050.171
2018,OH,996,10.1,23.6,23.6,1.2,8.1,NA,0,18,0,0,4,1956,1978,6,Sandusky R.,252583059.7,199050.171
2006,OH,989,6.1,24,24.21,1.2,9.1,NA,0,410,991,8,81,497,1987,6,Sandusky R.,252583059.7,199050.171
2015,OH,996,7.6,23.6,24.4,1.2,4.5,NA,0,49,6,0,870,1371,2296,6,Sandusky R.,252583059.7,199050.171
2007,OH,996,9.8,23,23.1,0.9,NA,NA,0,0,161,0,383,1884,2429,6,Sandusky R.,252583059.7,199050.171
2008,OH,984,3.4,23.2,23.2,1,9,NA,0,2120,0,4,22,681,2827,6,Sandusky R.,252583059.7,199050.171
2007,OH,989,6.1,22.9,23.1,1.2,NA,NA,4,62,122,30,88,2676,2981,6,Sandusky R.,252583059.7,199050.171
2013,OH,996,10.1,22.2,23.3,1.5,6,NA,0,18,22,0,754,2189,2983,6,Sandusky R.,252583059.7,199050.171
2011,OH,996,9.8,24.2,25.6,2.4,7.3,NA,0,12,0,0,34,3090,3136,6,Sandusky R.,252583059.7,199050.171
2008,OH,996,9.5,23.5,23.6,1.4,8.7,NA,0,19,6,116,784,2344,3269,6,Sandusky R.,252583059.7,199050.171
2018,OH,990,5.2,23.5,23.5,1,8.4,NA,0,64,0,0,4,3230,3298,6,Sandusky R.,252583059.7,199050.171
2009,OH,984,3.4,23.2,23.3,1.5,7.1,NA,0,3146,293,0,0,66,3505,6,Sandusky R.,252583059.7,199050.171
2012,OH,984,1.4,23.6,23.6,0.6,8.1,NA,0,1619,745,4,0,1280,3648,6,Sandusky R.,252583059.7,199050.171
2008,OH,990,3.1,23.6,23.6,1,9.8,NA,0,0,0,0,192,3588,3780,6,Sandusky R.,252583059.7,199050.171
2013,OH,996,7.3,22.2,22.9,1.2,5.1,NA,0,47,191,0,111,3605,3954,6,Sandusky R.,252583059.7,199050.171
2019,OH,989,7.9,24.1,24.2,1.5,6.1,NA,0,9,0,0,96,3883,3989,6,Sandusky R.,252583059.7,199050.171
2016,OH,979,2,23.2,23.2,0.4,7.2,NA,0,595,6,0,0,3548,4149,6,Sandusky R.,252583059.7,199050.171
2011,OH,984,1.5,25.3,26,0.6,10.2,NA,0,2604,81,49,9,1417,4160,6,Sandusky R.,252583059.7,199050.171
2019,OH,984,4.5,24,24.1,2.4,6.3,NA,0,378,0,4,41,4145,4568,6,Sandusky R.,252583059.7,199050.171
2006,OH,984,3.2,23.8,23.9,0.9,8.7,NA,0,147,130,50,54,4399,4780,6,Sandusky R.,252583059.7,199050.171
2013,OH,989,6.4,22.1,23.1,0.9,5.1,NA,64,538,341,4,239,3780,4966,6,Sandusky R.,252583059.7,199050.171
2013,OH,990,5.2,22.2,22.3,0.9,4.4,NA,27,4318,196,0,50,632,5223,6,Sandusky R.,252583059.7,199050.171
2014,OH,989,6.7,22.5,23.1,1.5,8.6,NA,0,883,186,0,128,4690,5887,6,Sandusky R.,252583059.7,199050.171
2018,OH,979,2.4,23,23,0.3,8.1,NA,0,1166,63,8,29,4866,6132,6,Sandusky R.,252583059.7,199050.171
2007,OH,996,7.3,22.8,23,1.5,NA,NA,0,39,763,0,155,5230,6188,6,Sandusky R.,252583059.7,199050.171
2017,OH,979,2.1,23.8,23.8,0.6,7.8,NA,0,3501,0,7,335,2835,6678,6,Sandusky R.,252583059.7,199050.171
2017,OH,990,4.6,21.6,21.7,1.5,3.6,NA,0,1476,0,0,4,5277,6757,6,Sandusky R.,252583059.7,199050.171
2019,OH,979,3.7,25.2,25.2,0.6,7,NA,0,337,0,4,35,6960,7336,6,Sandusky R.,252583059.7,199050.171
2012,OH,979,1.6,22.3,22.3,0.3,8.9,NA,0,2561,391,0,0,4599,7550,6,Sandusky R.,252583059.7,199050.171
2012,OH,996,9.5,23.4,24.3,1.2,4.4,NA,0,755,788,0,65,6132,7741,6,Sandusky R.,252583059.7,199050.171
2014,OH,984,1.7,22.7,23.9,1.2,9.5,NA,0,3529,639,4,12,3692,7876,6,Sandusky R.,252583059.7,199050.171
2010,OH,979,1.9,25.2,25.2,0.3,7.6,NA,0,1071,0,0,15,7084,8170,6,Sandusky R.,252583059.7,199050.171
2009,OH,989,6.7,22.6,24,2.4,5.1,NA,0,0,92,0,68,8314,8475,6,Sandusky R.,252583059.7,199050.171
2014,OH,984,3.6,22.6,23.2,1.5,8.3,NA,0,3363,120,8,8,5747,9245,6,Sandusky R.,252583059.7,199050.171
2017,OH,984,3.7,22.2,22.6,1.5,4.8,NA,0,282,0,0,25,9022,9329,6,Sandusky R.,252583059.7,199050.171
2013,OH,979,3,23.1,23,0.6,5.4,NA,4,2604,390,0,0,6549,9547,6,Sandusky R.,252583059.7,199050.171
2007,OH,979,2.1,24.1,21.3,0.4,NA,NA,0,1743,0,4,0,7914,9661,6,Sandusky R.,252583059.7,199050.171
2006,OH,979,1.9,23.8,23.8,0.3,7.6,NA,0,3808,3751,0,45,2268,9872,6,Sandusky R.,252583059.7,199050.171
2016,OH,984,1.8,23.4,23.6,1.2,9.3,NA,0,27,6,19,8,9827,9887,6,Sandusky R.,252583059.7,199050.171
2012,OH,984,3.2,23.5,23.5,1.2,6.8,NA,0,548,2074,28,7,7304,9961,6,Sandusky R.,252583059.7,199050.171
2009,OH,990,5.5,22.7,23.6,1.5,4.8,NA,0,28,311,0,108,9972,10419,6,Sandusky R.,252583059.7,199050.171
2019,OH,984,2.4,24.3,24.2,1.2,6.4,NA,0,211,0,0,179,10579,10969,6,Sandusky R.,252583059.7,199050.171
2014,OH,979,4.1,22.2,22.3,0.6,8.8,NA,0,7805,6,0,0,4044,11856,6,Sandusky R.,252583059.7,199050.171
2018,OH,984,1.2,22.9,22.9,1.8,9.4,NA,0,2656,0,37,0,10905,13599,6,Sandusky R.,252583059.7,199050.171
2017,OH,996,7.6,22.9,23.1,2.4,6.9,NA,0,2961,0,0,4,10804,13768,6,Sandusky R.,252583059.7,199050.171
2008,OH,979,1.8,23.4,23.4,0.4,9.1,NA,0,89,0,0,5,14251,14345,6,Sandusky R.,252583059.7,199050.171
2014,OH,990,3.8,22.8,23.2,1.2,8.6,NA,0,8162,0,25,25,6206,14418,6,Sandusky R.,252583059.7,199050.171
2012,OH,996,7,23.5,24.1,0.9,4.7,NA,0,765,273,0,94,13473,14605,6,Sandusky R.,252583059.7,199050.171
2015,OH,979,2.3,25.4,25.4,0.6,7.8,NA,0,9353,0,0,0,6448,15801,6,Sandusky R.,252583059.7,199050.171
2007,OH,984,3.4,22.5,22.6,0.6,NA,NA,0,1442,50,50,486,14265,16292,6,Sandusky R.,252583059.7,199050.171
2018,OH,984,2.4,23.2,23.2,0.9,8.9,NA,0,619,0,4,39,15941,16602,6,Sandusky R.,252583059.7,199050.171
2017,OH,984,1.5,21.9,21.8,1.2,5,NA,0,1020,0,0,42,16869,17931,6,Sandusky R.,252583059.7,199050.171
2011,OH,979,2.2,24,24,0.3,7.5,NA,0,11977,175,0,0,5888,18041,6,Sandusky R.,252583059.7,199050.171
2013,OH,984,3.2,22.3,23.4,0.9,5,NA,0,3899,1291,27,7,12858,18081,6,Sandusky R.,252583059.7,199050.171
2010,OH,989,6.4,23.6,25.4,2.1,2.3,NA,0,82,77,0,60,19339,19559,6,Sandusky R.,252583059.7,199050.171
2007,OH,984,3.2,22.8,22.8,1,NA,NA,0,274,42,12,32,20326,20686,6,Sandusky R.,252583059.7,199050.171
2009,OH,979,2.2,25.9,25.9,0.6,7.7,NA,0,14632,213,0,69,6462,21376,6,Sandusky R.,252583059.7,199050.171
2012,OH,989,6.4,23.4,23.5,1.2,5.9,NA,0,2247,496,54,102,19165,22064,6,Sandusky R.,252583059.7,199050.171
2012,OH,990,4.1,23.7,23.7,1.2,5.1,NA,0,2976,7469,80,59,20175,30759,6,Sandusky R.,252583059.7,199050.171
2015,OH,984,1.8,23.7,23.8,0.6,6.5,NA,0,16982,19,12,4,14877,31894,6,Sandusky R.,252583059.7,199050.171
2016,OH,984,3.4,23.5,23.7,1.8,8.7,NA,0,38,0,0,0,39667,39704,6,Sandusky R.,252583059.7,199050.171
2013,OH,984,1.2,22.5,22.7,0.6,3.8,NA,4,73132,0,13,0,2520,75670,6,Sandusky R.,252583059.7,199050.171
2009,ON,77,11,24.4,24.7,2.2,7.3,NA,0,0,0,0,0,7,7,3,Central Basin,650277990.9,179233.111
2017,OH,987,12.2,21.8,23.3,2.1,3,NA,0,0,0,0,4,4,8,3,Central Basin,650277990.9,179233.111
2013,ON,77,11.2,22.1,23.2,2.8,6.1,6.6,0,0,0,0,4,7,11,3,Central Basin,650277990.9,179233.111
2016,OH,987,11.9,21.6,23.7,3.7,4.3,NA,0,0,0,0,0,26,26,3,Central Basin,650277990.9,179233.111
2008,ON,87,9.2,20,21.5,3,4.7,NA,0,0,0,0,22,7,29,3,Central Basin,650277990.9,179233.111
2011,OH,992,12.5,23.6,24.1,2.4,7.4,NA,0,11,7,0,5,15,38,3,Central Basin,650277990.9,179233.111
2014,ON,77,11.1,22.4,22.5,2.7,9,9.2,0,0,4,0,4,44,52,3,Central Basin,650277990.9,179233.111
2012,ON,101,11.7,23.3,23.5,2,8.2,7.4,0,0,0,7,37,10,54,3,Central Basin,650277990.9,179233.111
2016,ON,104,11.2,21.8,25.1,2.1,6.6,7.8,0,0,0,0,4,52,56,3,Central Basin,650277990.9,179233.111
2011,OH,986,11.9,23.8,24,3.4,6.5,NA,0,0,0,0,0,70,70,3,Central Basin,650277990.9,179233.111
2016,ON,77,11,17.6,25.7,1.5,6.3,6.6,0,0,0,0,40,32,72,3,Central Basin,650277990.9,179233.111
2011,ON,87,9.8,21.5,21.8,3.3,7,NA,0,0,0,0,22,54,75,3,Central Basin,650277990.9,179233.111
2008,ON,98,12.5,22.6,23,2.5,7.6,NA,0,0,4,0,84,0,88,3,Central Basin,650277990.9,179233.111
2016,ON,98,12.5,23.7,26.2,3.8,3.4,6.1,0,0,0,0,31,62,94,3,Central Basin,650277990.9,179233.111
2011,ON,64,10.6,22.9,24.6,1.6,5.9,NA,0,0,0,0,74,23,96,3,Central Basin,650277990.9,179233.111
2011,ON,97,11.4,21.4,23.1,2.3,6.2,NA,0,0,4,0,23,85,111,3,Central Basin,650277990.9,179233.111
2011,ON,77,11.2,19.9,24.7,1.8,4.7,NA,0,4,116,0,8,0,127,3,Central Basin,650277990.9,179233.111
2016,ON,87,9.4,26.2,26.5,4.3,8.8,9,0,4,0,0,11,118,133,3,Central Basin,650277990.9,179233.111
2010,ON,101,11.7,22.9,23.4,1.6,6.6,NA,0,0,0,0,12,131,143,3,Central Basin,650277990.9,179233.111
2010,ON,97,11,22.5,22.9,1.6,6.9,NA,0,0,12,0,40,96,147,3,Central Basin,650277990.9,179233.111
2006,ON,98,12.5,23.6,23.7,2.8,6,NA,0,0,0,0,26,130,156,3,Central Basin,650277990.9,179233.111
2006,ON,97,11.3,23.5,23.6,2.7,7.7,NA,0,0,104,0,8,52,163,3,Central Basin,650277990.9,179233.111
2019,ON,101,12.9,16.5,23.8,NA,2.6,3.3,0,0,0,0,4,163,167,3,Central Basin,650277990.9,179233.111
2015,ON,77,11.3,23.5,25.3,2.7,6.5,7.5,0,26,0,0,29,113,169,3,Central Basin,650277990.9,179233.111
2016,ON,64,10.1,24.9,25.4,NA,9,9.3,0,0,0,0,46,123,169,3,Central Basin,650277990.9,179233.111
2012,ON,95,10.5,23.2,23.6,3.1,7.3,7,0,4,126,4,7,59,200,3,Central Basin,650277990.9,179233.111
2016,ON,97,11.2,24.7,26.2,3,4.7,9.5,0,0,0,0,47,169,215,3,Central Basin,650277990.9,179233.111
2013,ON,87,9.4,22,22.8,3.5,8.1,8.5,0,0,0,4,178,41,223,3,Central Basin,650277990.9,179233.111
2014,ON,64,10.5,22.2,22.6,2,10.1,10.1,0,0,0,0,123,100,223,3,Central Basin,650277990.9,179233.111
2014,ON,97,11.4,22.6,22.6,2.3,9.3,9.4,0,0,0,0,151,100,251,3,Central Basin,650277990.9,179233.111
2013,ON,64,10.5,22.3,23.4,1.9,7,6.9,0,0,0,0,183,76,259,3,Central Basin,650277990.9,179233.111
2010,ON,104,11.3,22.6,23.3,1.8,7.4,NA,0,0,0,0,15,246,261,3,Central Basin,650277990.9,179233.111
2006,ON,64,10.5,24.3,24.5,2,8.4,NA,0,0,0,0,96,181,277,3,Central Basin,650277990.9,179233.111
2011,ON,101,12,14.7,21.9,1.2,6.4,NA,0,0,22,0,133,125,280,3,Central Basin,650277990.9,179233.111
2010,ON,64,10.6,23.4,24.1,1.8,5.2,NA,0,4,0,0,4,279,287,3,Central Basin,650277990.9,179233.111
2013,ON,95,10.8,22.4,23.3,3.3,7.9,8.1,0,0,7,0,315,0,323,3,Central Basin,650277990.9,179233.111
2010,ON,98,12.3,22.6,23.2,1.9,7.4,NA,0,0,0,0,27,315,342,3,Central Basin,650277990.9,179233.111
2006,ON,77,11.2,24,24.8,2.2,7.6,NA,0,0,8,0,234,142,384,3,Central Basin,650277990.9,179233.111
2011,OH,994,12.5,23.5,24,2.4,7.9,NA,0,0,0,0,5,409,414,3,Central Basin,650277990.9,179233.111
2009,OH,992,12.5,22.6,26,3.7,5.6,NA,0,41,0,0,186,197,424,3,Central Basin,650277990.9,179233.111
2016,ON,95,10.8,19.4,25.1,1.5,3.8,3.6,0,0,0,0,373,54,427,3,Central Basin,650277990.9,179233.111
2014,ON,101,11.8,21,23,3.1,8.4,8.1,0,0,0,32,303,127,462,3,Central Basin,650277990.9,179233.111
2016,ON,90,11.9,24.9,25,2,8.4,8.4,0,0,0,4,18,477,498,3,Central Basin,650277990.9,179233.111
2006,ON,104,11.2,23.8,24.5,3.5,6.8,NA,0,4,42,0,0,507,553,3,Central Basin,650277990.9,179233.111
2010,ON,87,8.3,17.7,25.4,1.7,2.7,NA,0,0,184,0,0,388,572,3,Central Basin,650277990.9,179233.111
2018,ON,102,11,21.5,24.8,1.5,5.8,6.8,0,0,0,0,4,618,622,3,Central Basin,650277990.9,179233.111
2011,ON,104,11.4,23.4,23.7,2,7.9,NA,0,7,194,0,65,387,653,3,Central Basin,650277990.9,179233.111
2014,OH,986,11.9,22.4,22.6,1.8,8.2,NA,0,21,20,0,13,600,655,3,Central Basin,650277990.9,179233.111
2014,ON,87,9.4,22.9,23,2.2,9.6,9.7,0,0,0,3,7,645,656,3,Central Basin,650277990.9,179233.111
2006,OH,986,11.6,24.1,24.9,2.7,8.8,NA,0,9,0,0,284,381,675,3,Central Basin,650277990.9,179233.111
2006,OH,987,11.6,24.1,25,2.1,8.8,NA,0,11,0,0,216,485,712,3,Central Basin,650277990.9,179233.111
2011,ON,63,10.8,24,24.3,1.8,7.2,NA,0,54,15,4,123,522,718,3,Central Basin,650277990.9,179233.111
2010,ON,95,10.4,23,23.3,1.7,7.9,NA,0,4,0,0,0,715,718,3,Central Basin,650277990.9,179233.111
2016,ON,63,10.9,25.9,26,2.3,7.9,8.3,0,0,0,0,75,656,731,3,Central Basin,650277990.9,179233.111
2009,ON,97,11.2,22.8,23.4,2.6,6.7,NA,0,0,348,0,57,351,757,3,Central Basin,650277990.9,179233.111
2015,ON,90,12.1,21.6,24.9,1.8,5.6,6.1,0,0,0,0,87,686,773,3,Central Basin,650277990.9,179233.111
2010,ON,98,11.9,22.6,23,2,8,NA,0,0,0,0,19,757,776,3,Central Basin,650277990.9,179233.111
2016,OH,992,12.5,24.1,24.1,3.1,8.1,NA,0,0,0,0,12,770,783,3,Central Basin,650277990.9,179233.111
2012,ON,87,9.2,23.4,24.6,2.5,7.6,7.3,0,26,260,4,4,527,820,3,Central Basin,650277990.9,179233.111
2011,ON,102,10.6,24,24.2,1.2,7.4,NA,0,0,72,0,18,731,821,3,Central Basin,650277990.9,179233.111
2015,ON,101,12.1,20.8,24.8,2.3,4.3,5.2,0,0,0,0,293,538,831,3,Central Basin,650277990.9,179233.111
2017,ON,77,11.5,20.3,22.7,2,6,6.1,0,0,0,0,94,760,854,3,Central Basin,650277990.9,179233.111
2010,ON,77,11,24.2,24.3,1.7,8.1,NA,0,0,7,0,7,849,864,3,Central Basin,650277990.9,179233.111
2008,ON,63,10.5,23,23.5,2.1,6.2,NA,0,28,0,0,418,474,920,3,Central Basin,650277990.9,179233.111
2013,OH,994,12.5,21.4,23.1,1.8,4.4,NA,0,0,6,0,138,775,920,3,Central Basin,650277990.9,179233.111
2017,ON,102,10.9,23.5,23.6,2,8.1,8.2,0,4,0,46,434,480,964,3,Central Basin,650277990.9,179233.111
2012,ON,98,12.4,21.3,23.9,2.2,3.6,4.2,0,756,97,0,52,59,965,3,Central Basin,650277990.9,179233.111
2007,ON,90,11.8,22.6,23.8,1.5,8.2,NA,0,0,410,0,339,219,968,3,Central Basin,650277990.9,179233.111
2006,ON,101,11.7,24,24.1,3,7.2,NA,0,0,0,0,761,211,972,3,Central Basin,650277990.9,179233.111
2016,ON,101,11.7,17,24.6,1.7,4.3,6.1,0,0,0,0,767,222,989,3,Central Basin,650277990.9,179233.111
2015,ON,64,10.7,23.5,25,1.2,6.8,NA,0,7,26,4,208,760,1005,3,Central Basin,650277990.9,179233.111
2013,ON,101,12,22.2,22.4,2.7,7.4,8.1,0,0,0,16,406,586,1008,3,Central Basin,650277990.9,179233.111
2013,ON,97,11.3,21.3,23,2.3,6.7,7.5,0,75,79,4,82,774,1015,3,Central Basin,650277990.9,179233.111
2012,ON,97,11.2,23.5,23.6,2.5,8,7.4,0,118,122,11,14,753,1018,3,Central Basin,650277990.9,179233.111
2017,ON,63,10.9,23.4,23.8,2.3,7.2,7.5,0,0,0,18,165,889,1072,3,Central Basin,650277990.9,179233.111
2019,ON,95,11.8,21.1,24.9,NA,5.4,5.3,0,0,0,0,385,691,1076,3,Central Basin,650277990.9,179233.111
2012,ON,64,10.2,23.7,23.8,1.8,8.3,8.6,0,8,8,0,115,960,1091,3,Central Basin,650277990.9,179233.111
2018,ON,64,11,24.9,25.2,1.7,7.8,7.2,0,0,32,0,48,1020,1100,3,Central Basin,650277990.9,179233.111
2010,ON,63,10.5,23,25.1,1.5,2.8,NA,0,7,250,0,295,555,1107,3,Central Basin,650277990.9,179233.111
2008,OH,994,12.2,22.5,22.5,0.6,8.3,NA,0,0,0,28,476,614,1118,3,Central Basin,650277990.9,179233.111
2014,ON,102,10.7,22.3,23.1,3.4,8.9,9.2,0,0,0,0,108,1018,1125,3,Central Basin,650277990.9,179233.111
2018,OH,994,13.5,23.6,23.6,1.8,7.7,NA,0,0,0,0,0,1163,1163,3,Central Basin,650277990.9,179233.111
